IV,Cypher
0X0BFFC9,0XD7
0X0BFFCA,0X6B
0X0BFFCB,0X8D
0X0BFFCC,0XB7
0X0BFFCD,0X87
0X0BFFCE,0X3B
0X0BFFCF,0X1C
0X0BFFD0,0X39
0X0BFFD1,0X1B
0X0BFFD2,0X88
0X0BFFD3,0X6A
0X0BFFD4,0XC9
0X0BFFD5,0XF7
0X0BFFD6,0X65
0X0BFFD7,0X50
0X0BFFD8,0X4A
0X0BFFD9,0X95
0X0BFFDA,0XB5
0X0BFFDB,0X4D
0X0BFFDC,0XD1
0X0BFFDD,0XC8
0X0BFFDE,0X97
0X0BFFDF,0XA1
0X0BFFE0,0X39
0X0BFFE1,0XF8
0X0BFFE2,0X7E
0X0BFFE3,0XB7
0X0BFFE4,0XA4
0X0BFFE5,0X54
0X0BFFE6,0X61
0X0BFFE7,0XCB
0X0BFFE8,0XC0
0X0BFFE9,0X72
0X0BFFEA,0X3E
0X0BFFEB,0X8D
0X0BFFEC,0XB1
0X0BFFED,0X9A
0X0BFFEE,0X5A
0X0BFFEF,0X4C
0X0BFFF0,0XE4
0X0BFFF1,0X28
0X0BFFF2,0XB5
0X0BFFF3,0X5C
0X0BFFF4,0XFA
0X0BFFF5,0XC6
0X0BFFF6,0X87
0X0BFFF7,0X69
0X0BFFF8,0XC9
0X0BFFF9,0XBA
0X0BFFFA,0X61
0X0BFFFB,0X05
0X0BFFFC,0XDF
0X0BFFFD,0XA1
0X0BFFFE,0X65
0X0BFFFF,0XC2
0X0CFF00,0X71
0X0CFF01,0XD4
0X0CFF02,0XF6
0X0CFF03,0X36
0X0CFF04,0XC6
0X0CFF05,0XCE
0X0CFF06,0XB1
0X0CFF07,0XCE
0X0CFF08,0X65
0X0CFF09,0X13
0X0CFF0A,0XD9
0X0CFF0B,0X47
0X0CFF0C,0X2B
0X0CFF0D,0X4D
0X0CFF0E,0X40
0X0CFF0F,0XBB
0X0CFF10,0XEC
0X0CFF11,0X25
0X0CFF12,0X7E
0X0CFF13,0X81
0X0CFF14,0X42
0X0CFF15,0X5D
0X0CFF16,0X62
0X0CFF17,0XF9
0X0CFF18,0X0F
0X0CFF19,0XC5
0X0CFF1A,0X06
0X0CFF1B,0X8D
0X0CFF1C,0X86
0X0CFF1D,0XD7
0X0CFF1E,0XD4
0X0CFF1F,0XAD
0X0CFF20,0X4B
0X0CFF21,0X72
0X0CFF22,0X64
0X0CFF23,0X6D
0X0CFF24,0X44
0X0CFF25,0XCD
0X0CFF26,0X72
0X0CFF27,0XDC
0X0CFF28,0X09
0X0CFF29,0X20
0X0CFF2A,0X35
0X0CFF2B,0X92
0X0CFF2C,0X6D
0X0CFF2D,0X75
0X0CFF2E,0X0F
0X0CFF2F,0X7B
0X0CFF30,0X88
0X0CFF31,0X47
0X0CFF32,0X6D
0X0CFF33,0XCC
0X0CFF34,0X76
0X0CFF35,0X23
0X0CFF36,0X14
0X0CFF37,0X70
0X0CFF38,0XC2
0X0CFF39,0X06
0X0CFF3A,0X24
0X0CFF3B,0X77
0X0CFF3C,0XD4
0X0CFF3D,0X16
0X0CFF3E,0X10
0X0CFF3F,0X33
0X0CFF40,0XDE
0X0CFF41,0X30
0X0CFF42,0XCE
0X0CFF43,0XB9
0X0CFF44,0X7B
0X0CFF45,0X98
0X0CFF46,0XED
0X0CFF47,0X8B
0X0CFF48,0XD0
0X0CFF49,0X84
0X0CFF4A,0X3D
0X0CFF4B,0XE4
0X0CFF4C,0X2F
0X0CFF4D,0X36
0X0CFF4E,0XB1
0X0CFF4F,0XDB
0X0CFF50,0X08
0X0CFF51,0X6C
0X0CFF52,0XDD
0X0CFF53,0X41
0X0CFF54,0XA6
0X0CFF55,0XFA
0X0CFF56,0XB2
0X0CFF57,0X46
0X0CFF58,0X25
0X0CFF59,0X17
0X0CFF5A,0X67
0X0CFF5B,0X98
0X0CFF5C,0X24
0X0CFF5D,0X99
0X0CFF5E,0XBD
0X0CFF5F,0X2B
0X0CFF60,0XFC
0X0CFF61,0XDB
0X0CFF62,0X2E
0X0CFF63,0X06
0X0CFF64,0X54
0X0CFF65,0X0B
0X0CFF66,0X32
0X0CFF67,0XCE
0X0CFF68,0X1E
0X0CFF69,0XCE
0X0CFF6A,0XFB
0X0CFF6B,0X37
0X0CFF6C,0XA1
0X0CFF6D,0X6C
0X0CFF6E,0XBC
0X0CFF6F,0X2D
0X0CFF70,0XF7
0X0CFF71,0XDF
0X0CFF72,0XC0
0X0CFF73,0X19
0X0CFF74,0XEE
0X0CFF75,0XFC
0X0CFF76,0XDD
0X0CFF77,0XDD
0X0CFF78,0XDB
0X0CFF79,0XE8
0X0CFF7A,0X0E
0X0CFF7B,0XF2
0X0CFF7C,0XEF
0X0CFF7D,0X53
0X0CFF7E,0X24
0X0CFF7F,0XD8
0X0CFF80,0XA1
0X0CFF81,0XED
0X0CFF82,0X24
0X0CFF83,0X40
0X0CFF84,0X03
0X0CFF85,0X49
0X0CFF86,0X70
0X0CFF87,0XD3
0X0CFF88,0X3A
0X0CFF89,0X79
0X0CFF8A,0X54
0X0CFF8B,0X8F
0X0CFF8C,0X12
0X0CFF8D,0X8D
0X0CFF8E,0X24
0X0CFF8F,0X90
0X0CFF90,0XB8
0X0CFF91,0XCE
0X0CFF92,0XCE
0X0CFF93,0XF0
0X0CFF94,0X97
0X0CFF95,0XCE
0X0CFF96,0X08
0X0CFF97,0XCE
0X0CFF98,0XDA
0X0CFF99,0X68
0X0CFF9A,0XF4
0X0CFF9B,0XD1
0X0CFF9C,0XA4
0X0CFF9D,0XB3
0X0CFF9E,0X46
0X0CFF9F,0X22
0X0CFFA0,0XCB
0X0CFFA1,0X14
0X0CFFA2,0X14
0X0CFFA3,0X8D
0X0CFFA4,0XBB
0X0CFFA5,0X41
0X0CFFA6,0X50
0X0CFFA7,0XB4
0X0CFFA8,0XC0
0X0CFFA9,0XC1
0X0CFFAA,0X4F
0X0CFFAB,0XE0
0X0CFFAC,0X25
0X0CFFAD,0X76
0X0CFFAE,0XF1
0X0CFFAF,0XF1
0X0CFFB0,0X29
0X0CFFB1,0X40
0X0CFFB2,0XFA
0X0CFFB3,0X1D
0X0CFFB4,0XF8
0X0CFFB5,0XC7
0X0CFFB6,0X2E
0X0CFFB7,0X58
0X0CFFB8,0X07
0X0CFFB9,0X75
0X0CFFBA,0X1A
0X0CFFBB,0X9B
0X0CFFBC,0X1C
0X0CFFBD,0X85
0X0CFFBE,0XB5
0X0CFFBF,0X06
0X0CFFC0,0XE9
0X0CFFC1,0XE5
0X0CFFC2,0X37
0X0CFFC3,0X7B
0X0CFFC4,0X44
0X0CFFC5,0XF6
0X0CFFC6,0XC4
0X0CFFC7,0X0D
0X0CFFC8,0X30
0X0CFFC9,0XE8
0X0CFFCA,0X87
0X0CFFCB,0X6E
0X0CFFCC,0X67
0X0CFFCD,0X4E
0X0CFFCE,0XA2
0X0CFFCF,0X31
0X0CFFD0,0X2A
0X0CFFD1,0X9E
0X0CFFD2,0X1B
0X0CFFD3,0X3B
0X0CFFD4,0XDB
0X0CFFD5,0XCE
0X0CFFD6,0X28
0X0CFFD7,0XD8
0X0CFFD8,0XFB
0X0CFFD9,0X54
0X0CFFDA,0XFC
0X0CFFDB,0XE7
0X0CFFDC,0XEE
0X0CFFDD,0XA8
0X0CFFDE,0X43
0X0CFFDF,0XBD
0X0CFFE0,0X56
0X0CFFE1,0X6B
0X0CFFE2,0XCE
0X0CFFE3,0X10
0X0CFFE4,0XC7
0X0CFFE5,0XD3
0X0CFFE6,0XE9
0X0CFFE7,0XA0
0X0CFFE8,0XEF
0X0CFFE9,0XA5
0X0CFFEA,0XB6
0X0CFFEB,0X67
0X0CFFEC,0X5A
0X0CFFED,0XB0
0X0CFFEE,0X3B
0X0CFFEF,0XA1
0X0CFFF0,0XCD
0X0CFFF1,0X88
0X0CFFF2,0X69
0X0CFFF3,0X44
0X0CFFF4,0X06
0X0CFFF5,0X7C
0X0CFFF6,0XC1
0X0CFFF7,0X90
0X0CFFF8,0X11
0X0CFFF9,0X2B
0X0CFFFA,0X13
0X0CFFFB,0XB8
0X0CFFFC,0X6D
0X0CFFFD,0X7E
0X0CFFFE,0XB1
0X0CFFFF,0X26
0X0DFF00,0XCD
0X0DFF01,0XD2
0X0DFF02,0XFE
0X0DFF03,0X4B
0X0DFF04,0XDC
0X0DFF05,0X2F
0X0DFF06,0XA2
0X0DFF07,0XD5
0X0DFF08,0X85
0X0DFF09,0X76
0X0DFF0A,0XD7
0X0DFF0B,0X3C
0X0DFF0C,0XDD
0X0DFF0D,0X37
0X0DFF0E,0X03
0X0DFF0F,0XCF
0X0DFF10,0XBA
0X0DFF11,0XD4
0X0DFF12,0X0E
0X0DFF13,0XC0
0X0DFF14,0X32
0X0DFF15,0X56
0X0DFF16,0XB4
0X0DFF17,0X72
0X0DFF18,0X14
0X0DFF19,0XCE
0X0DFF1A,0XF1
0X0DFF1B,0XDE
0X0DFF1C,0XAC
0X0DFF1D,0XDB
0X0DFF1E,0XD2
0X0DFF1F,0X9D
0X0DFF20,0XA6
0X0DFF21,0X86
0X0DFF22,0X22
0X0DFF23,0X90
0X0DFF24,0X89
0X0DFF25,0XEF
0X0DFF26,0X5E
0X0DFF27,0X58
0X0DFF28,0X33
0X0DFF29,0XE8
0X0DFF2A,0XC4
0X0DFF2B,0XCF
0X0DFF2C,0X1E
0X0DFF2D,0X23
0X0DFF2E,0XBE
0X0DFF2F,0XBB
0X0DFF30,0X83
0X0DFF31,0XFF
0X0DFF32,0X65
0X0DFF33,0X69
0X0DFF34,0X09
0X0DFF35,0X85
0X0DFF36,0X7B
0X0DFF37,0XE7
0X0DFF38,0XE7
0X0DFF39,0XCF
0X0DFF3A,0XF9
0X0DFF3B,0X4F
0X0DFF3C,0X80
0X0DFF3D,0X78
0X0DFF3E,0X4E
0X0DFF3F,0XC9
0X0DFF40,0XF8
0X0DFF41,0X77
0X0DFF42,0XF5
0X0DFF43,0X00
0X0DFF44,0XEC
0X0DFF45,0X84
0X0DFF46,0XF7
0X0DFF47,0X40
0X0DFF48,0X65
0X0DFF49,0XCF
0X0DFF4A,0X3B
0X0DFF4B,0X8E
0X0DFF4C,0X7E
0X0DFF4D,0XCF
0X0DFF4E,0XCF
0X0DFF4F,0XE1
0X0DFF50,0X2F
0X0DFF51,0XDD
0X0DFF52,0X29
0X0DFF53,0X38
0X0DFF54,0X7C
0X0DFF55,0X6E
0X0DFF56,0XD7
0X0DFF57,0X4C
0X0DFF58,0XD6
0X0DFF59,0XCF
0X0DFF5A,0XEB
0X0DFF5B,0X3F
0X0DFF5C,0X02
0X0DFF5D,0X0C
0X0DFF5E,0XE1
0X0DFF5F,0XEB
0X0DFF60,0X65
0X0DFF61,0X57
0X0DFF62,0XCF
0X0DFF63,0X0F
0X0DFF64,0XCF
0X0DFF65,0XA4
0X0DFF66,0XCD
0X0DFF67,0XCE
0X0DFF68,0XA8
0X0DFF69,0XA8
0X0DFF6A,0X6A
0X0DFF6B,0XDC
0X0DFF6C,0X66
0X0DFF6D,0X95
0X0DFF6E,0XCB
0X0DFF6F,0X96
0X0DFF70,0XC9
0X0DFF71,0X5A
0X0DFF72,0X58
0X0DFF73,0X3E
0X0DFF74,0X84
0X0DFF75,0X12
0X0DFF76,0X00
0X0DFF77,0XF8
0X0DFF78,0X57
0X0DFF79,0XB9
0X0DFF7A,0XC1
0X0DFF7B,0X3C
0X0DFF7C,0X20
0X0DFF7D,0X19
0X0DFF7E,0X43
0X0DFF7F,0X70
0X0DFF80,0XA1
0X0DFF81,0X78
0X0DFF82,0X5C
0X0DFF83,0X13
0X0DFF84,0XE0
0X0DFF85,0XCB
0X0DFF86,0X10
0X0DFF87,0X1B
0X0DFF88,0X99
0X0DFF89,0X53
0X0DFF8A,0XBF
0X0DFF8B,0X9C
0X0DFF8C,0XED
0X0DFF8D,0X6D
0X0DFF8E,0X4B
0X0DFF8F,0X7F
0X0DFF90,0XCD
0X0DFF91,0X63
0X0DFF92,0X2C
0X0DFF93,0X83
0X0DFF94,0X08
0X0DFF95,0X80
0X0DFF96,0XAA
0X0DFF97,0X07
0X0DFF98,0X31
0X0DFF99,0XCF
0X0DFF9A,0X62
0X0DFF9B,0X44
0X0DFF9C,0X57
0X0DFF9D,0X52
0X0DFF9E,0XEF
0X0DFF9F,0X7A
0X0DFFA0,0XA5
0X0DFFA1,0X0C
0X0DFFA2,0X67
0X0DFFA3,0XA2
0X0DFFA4,0XC7
0X0DFFA5,0X1E
0X0DFFA6,0XDB
0X0DFFA7,0X7B
0X0DFFA8,0X3B
0X0DFFA9,0XC4
0X0DFFAA,0X72
0X0DFFAB,0X63
0X0DFFAC,0X73
0X0DFFAD,0XBB
0X0DFFAE,0X89
0X0DFFAF,0XBB
0X0DFFB0,0X6B
0X0DFFB1,0X9A
0X0DFFB2,0X56
0X0DFFB3,0X6F
0X0DFFB4,0X26
0X0DFFB5,0XEF
0X0DFFB6,0XBB
0X0DFFB7,0X42
0X0DFFB8,0X99
0X0DFFB9,0XBF
0X0DFFBA,0X79
0X0DFFBB,0XD6
0X0DFFBC,0X53
0X0DFFBD,0XE5
0X0DFFBE,0XAB
0X0DFFBF,0XC1
0X0DFFC0,0X02
0X0DFFC1,0X66
0X0DFFC2,0X73
0X0DFFC3,0XCF
0X0DFFC4,0X79
0X0DFFC5,0XC3
0X0DFFC6,0X0E
0X0DFFC7,0XCF
0X0DFFC8,0XB1
0X0DFFC9,0X6A
0X0DFFCA,0X93
0X0DFFCB,0X96
0X0DFFCC,0X5C
0X0DFFCD,0XAC
0X0DFFCE,0XCF
0X0DFFCF,0X99
0X0DFFD0,0XDD
0X0DFFD1,0XB4
0X0DFFD2,0X71
0X0DFFD3,0X33
0X0DFFD4,0X56
0X0DFFD5,0XA2
0X0DFFD6,0X0F
0X0DFFD7,0X69
0X0DFFD8,0XAB
0X0DFFD9,0XCF
0X0DFFDA,0X7D
0X0DFFDB,0X37
0X0DFFDC,0XF0
0X0DFFDD,0X1C
0X0DFFDE,0XA5
0X0DFFDF,0X3D
0X0DFFE0,0X23
0X0DFFE1,0X4E
0X0DFFE2,0X4D
0X0DFFE3,0XF5
0X0DFFE4,0X0D
0X0DFFE5,0X24
0X0DFFE6,0X7D
0X0DFFE7,0X0C
0X0DFFE8,0X9E
0X0DFFE9,0XC8
0X0DFFEA,0X3F
0X0DFFEB,0X05
0X0DFFEC,0XCE
0X0DFFED,0XAE
0X0DFFEE,0XAB
0X0DFFEF,0X32
0X0DFFF0,0X9F
0X0DFFF1,0XCA
0X0DFFF2,0X3A
0X0DFFF3,0XEB
0X0DFFF4,0X22
0X0DFFF5,0X06
0X0DFFF6,0XCF
0X0DFFF7,0XF5
0X0DFFF8,0X45
0X0DFFF9,0X76
0X0DFFFA,0X2C
0X0DFFFB,0XD4
0X0DFFFC,0XE1
0X0DFFFD,0XDB
0X0DFFFE,0X42
0X0DFFFF,0XE2
0X0EFF00,0X1B
0X0EFF01,0XCC
0X0EFF02,0XF1
0X0EFF03,0X5E
0X0EFF04,0X13
0X0EFF05,0XFD
0X0EFF06,0XED
0X0EFF07,0X2C
0X0EFF08,0X4A
0X0EFF09,0X2B
0X0EFF0A,0XCC
0X0EFF0B,0XF0
0X0EFF0C,0X92
0X0EFF0D,0XA4
0X0EFF0E,0XFE
0X0EFF0F,0X94
0X0EFF10,0X5C
0X0EFF11,0XBB
0X0EFF12,0X91
0X0EFF13,0XCC
0X0EFF14,0XCF
0X0EFF15,0XB8
0X0EFF16,0X23
0X0EFF17,0X47
0X0EFF18,0X26
0X0EFF19,0XBF
0X0EFF1A,0X29
0X0EFF1B,0X61
0X0EFF1C,0X63
0X0EFF1D,0XDF
0X0EFF1E,0XFE
0X0EFF1F,0X0F
0X0EFF20,0X1E
0X0EFF21,0XEB
0X0EFF22,0X47
0X0EFF23,0X05
0X0EFF24,0XCC
0X0EFF25,0X52
0X0EFF26,0XA8
0X0EFF27,0XA9
0X0EFF28,0XCC
0X0EFF29,0X34
0X0EFF2A,0X78
0X0EFF2B,0X3A
0X0EFF2C,0XE5
0X0EFF2D,0X2C
0X0EFF2E,0X9C
0X0EFF2F,0XB3
0X0EFF30,0X4F
0X0EFF31,0X79
0X0EFF32,0XB8
0X0EFF33,0XB7
0X0EFF34,0XC9
0X0EFF35,0X93
0X0EFF36,0X4E
0X0EFF37,0XE7
0X0EFF38,0X05
0X0EFF39,0XB7
0X0EFF3A,0XCF
0X0EFF3B,0XD4
0X0EFF3C,0X17
0X0EFF3D,0XCC
0X0EFF3E,0X54
0X0EFF3F,0X0B
0X0EFF40,0X27
0X0EFF41,0X5B
0X0EFF42,0XE1
0X0EFF43,0XEF
0X0EFF44,0X64
0X0EFF45,0X6D
0X0EFF46,0X8E
0X0EFF47,0X21
0X0EFF48,0X87
0X0EFF49,0X8E
0X0EFF4A,0X67
0X0EFF4B,0X5C
0X0EFF4C,0X97
0X0EFF4D,0X98
0X0EFF4E,0XA1
0X0EFF4F,0X99
0X0EFF50,0XD7
0X0EFF51,0X84
0X0EFF52,0X69
0X0EFF53,0XAB
0X0EFF54,0X4D
0X0EFF55,0XC6
0X0EFF56,0X72
0X0EFF57,0X3C
0X0EFF58,0XDE
0X0EFF59,0XDE
0X0EFF5A,0X60
0X0EFF5B,0X27
0X0EFF5C,0XEB
0X0EFF5D,0X19
0X0EFF5E,0X85
0X0EFF5F,0X2E
0X0EFF60,0XB8
0X0EFF61,0X0D
0X0EFF62,0XAB
0X0EFF63,0XFD
0X0EFF64,0X33
0X0EFF65,0XBE
0X0EFF66,0XEC
0X0EFF67,0X99
0X0EFF68,0X76
0X0EFF69,0X21
0X0EFF6A,0X7B
0X0EFF6B,0X8C
0X0EFF6C,0XCC
0X0EFF6D,0X78
0X0EFF6E,0XF9
0X0EFF6F,0X15
0X0EFF70,0X25
0X0EFF71,0XE8
0X0EFF72,0X4A
0X0EFF73,0X6E
0X0EFF74,0X95
0X0EFF75,0X35
0X0EFF76,0X7D
0X0EFF77,0X42
0X0EFF78,0XCC
0X0EFF79,0X73
0X0EFF7A,0X07
0X0EFF7B,0XDD
0X0EFF7C,0XCF
0X0EFF7D,0X8B
0X0EFF7E,0X16
0X0EFF7F,0XDB
0X0EFF80,0XBA
0X0EFF81,0XA3
0X0EFF82,0X79
0X0EFF83,0X4C
0X0EFF84,0X60
0X0EFF85,0X98
0X0EFF86,0XEB
0X0EFF87,0X03
0X0EFF88,0XE7
0X0EFF89,0XD0
0X0EFF8A,0X4B
0X0EFF8B,0X86
0X0EFF8C,0X88
0X0EFF8D,0X7A
0X0EFF8E,0X84
0X0EFF8F,0X71
0X0EFF90,0X0F
0X0EFF91,0XE2
0X0EFF92,0X9D
0X0EFF93,0X90
0X0EFF94,0XCC
0X0EFF95,0XB4
0X0EFF96,0XE1
0X0EFF97,0X55
0X0EFF98,0X4D
0X0EFF99,0X3C
0X0EFF9A,0X40
0X0EFF9B,0X43
0X0EFF9C,0XF1
0X0EFF9D,0XDE
0X0EFF9E,0XFE
0X0EFF9F,0XA9
0X0EFFA0,0X68
0X0EFFA1,0XC5
0X0EFFA2,0X9F
0X0EFFA3,0X40
0X0EFFA4,0X2A
0X0EFFA5,0X80
0X0EFFA6,0X26
0X0EFFA7,0XEA
0X0EFFA8,0X7D
0X0EFFA9,0X7E
0X0EFFAA,0X17
0X0EFFAB,0X4D
0X0EFFAC,0XDB
0X0EFFAD,0X57
0X0EFFAE,0X5F
0X0EFFAF,0XB3
0X0EFFB0,0XF9
0X0EFFB1,0XE9
0X0EFFB2,0XE2
0X0EFFB3,0X58
0X0EFFB4,0X5C
0X0EFFB5,0X90
0X0EFFB6,0X4A
0X0EFFB7,0XE0
0X0EFFB8,0X47
0X0EFFB9,0X73
0X0EFFBA,0X57
0X0EFFBB,0X93
0X0EFFBC,0X7D
0X0EFFBD,0XE0
0X0EFFBE,0X1B
0X0EFFBF,0XD8
0X0EFFC0,0XB5
0X0EFFC1,0X49
0X0EFFC2,0X29
0X0EFFC3,0X00
0X0EFFC4,0XB3
0X0EFFC5,0X11
0X0EFFC6,0X40
0X0EFFC7,0XBE
0X0EFFC8,0XEC
0X0EFFC9,0X75
0X0EFFCA,0XE3
0X0EFFCB,0X4C
0X0EFFCC,0XCC
0X0EFFCD,0X11
0X0EFFCE,0X2D
0X0EFFCF,0X3F
0X0EFFD0,0X16
0X0EFFD1,0X7F
0X0EFFD2,0X4E
0X0EFFD3,0X74
0X0EFFD4,0XC7
0X0EFFD5,0X6D
0X0EFFD6,0X61
0X0EFFD7,0X12
0X0EFFD8,0X86
0X0EFFD9,0X7F
0X0EFFDA,0XC2
0X0EFFDB,0XA1
0X0EFFDC,0X92
0X0EFFDD,0X68
0X0EFFDE,0X4D
0X0EFFDF,0XE8
0X0EFFE0,0X6F
0X0EFFE1,0XCC
0X0EFFE2,0X6D
0X0EFFE3,0XBB
0X0EFFE4,0X34
0X0EFFE5,0XAA
0X0EFFE6,0X6A
0X0EFFE7,0X41
0X0EFFE8,0X4D
0X0EFFE9,0X7E
0X0EFFEA,0X6E
0X0EFFEB,0X07
0X0EFFEC,0XFB
0X0EFFED,0XB8
0X0EFFEE,0X40
0X0EFFEF,0X97
0X0EFFF0,0XDE
0X0EFFF1,0X11
0X0EFFF2,0XF7
0X0EFFF3,0X79
0X0EFFF4,0X2D
0X0EFFF5,0X09
0X0EFFF6,0X86
0X0EFFF7,0X7A
0X0EFFF8,0XEF
0X0EFFF9,0X79
0X0EFFFA,0XEA
0X0EFFFB,0XFE
0X0EFFFC,0X3F
0X0EFFFD,0XA4
0X0EFFFE,0X5B
0X0EFFFF,0XCC
0X0FFF00,0X99
0X0FFF01,0X2A
0X0FFF02,0XD2
0X0FFF03,0X77
0X0FFF04,0XE5
0X0FFF05,0XC1
0X0FFF06,0XBE
0X0FFF07,0X02
0X0FFF08,0X75
0X0FFF09,0XAC
0X0FFF0A,0X00
0X0FFF0B,0XFF
0X0FFF0C,0X02
0X0FFF0D,0X30
0X0FFF0E,0X82
0X0FFF0F,0XD7
0X0FFF10,0XB2
0X0FFF11,0X81
0X0FFF12,0X14
0X0FFF13,0XA8
0X0FFF14,0X2D
0X0FFF15,0X6B
0X0FFF16,0XAA
0X0FFF17,0X21
0X0FFF18,0X12
0X0FFF19,0X6C
0X0FFF1A,0X0F
0X0FFF1B,0X1B
0X0FFF1C,0X85
0X0FFF1D,0XF5
0X0FFF1E,0XCD
0X0FFF1F,0X01
0X0FFF20,0X1C
0X0FFF21,0X64
0X0FFF22,0X93
0X0FFF23,0XC9
0X0FFF24,0X0F
0X0FFF25,0X4E
0X0FFF26,0XCC
0X0FFF27,0XB4
0X0FFF28,0X1F
0X0FFF29,0XCA
0X0FFF2A,0X4E
0X0FFF2B,0XEE
0X0FFF2C,0X1C
0X0FFF2D,0X16
0X0FFF2E,0XCB
0X0FFF2F,0XA3
0X0FFF30,0XB7
0X0FFF31,0XA1
0X0FFF32,0XC6
0X0FFF33,0X78
0X0FFF34,0X5C
0X0FFF35,0XA6
0X0FFF36,0X7A
0X0FFF37,0X9D
0X0FFF38,0X01
0X0FFF39,0XEA
0X0FFF3A,0XD0
0X0FFF3B,0XE3
0X0FFF3C,0X4A
0X0FFF3D,0X38
0X0FFF3E,0XD2
0X0FFF3F,0XE5
0X0FFF40,0X86
0X0FFF41,0X66
0X0FFF42,0XB6
0X0FFF43,0X92
0X0FFF44,0XA7
0X0FFF45,0XB5
0X0FFF46,0X86
0X0FFF47,0XA3
0X0FFF48,0X36
0X0FFF49,0XB0
0X0FFF4A,0X50
0X0FFF4B,0X08
0X0FFF4C,0X49
0X0FFF4D,0X0F
0X0FFF4E,0XD0
0X0FFF4F,0XC0
0X0FFF50,0XC4
0X0FFF51,0X92
0X0FFF52,0X8E
0X0FFF53,0X93
0X0FFF54,0X92
0X0FFF55,0X45
0X0FFF56,0X3E
0X0FFF57,0X56
0X0FFF58,0X2F
0X0FFF59,0X82
0X0FFF5A,0X4C
0X0FFF5B,0X23
0X0FFF5C,0XCD
0X0FFF5D,0XCD
0X0FFF5E,0XB3
0X0FFF5F,0XCD
0X0FFF60,0X6F
0X0FFF61,0XB1
0X0FFF62,0X59
0X0FFF63,0X53
0X0FFF64,0XAA
0X0FFF65,0XF9
0X0FFF66,0XDD
0X0FFF67,0XCD
0X0FFF68,0X63
0X0FFF69,0X28
0X0FFF6A,0X62
0X0FFF6B,0X48
0X0FFF6C,0XCF
0X0FFF6D,0X85
0X0FFF6E,0XEA
0X0FFF6F,0XC6
0X0FFF70,0XDF
0X0FFF71,0XCD
0X0FFF72,0XEA
0X0FFF73,0XFC
0X0FFF74,0XF7
0X0FFF75,0X64
0X0FFF76,0X10
0X0FFF77,0XC2
0X0FFF78,0X47
0X0FFF79,0X92
0X0FFF7A,0XF7
0X0FFF7B,0XCE
0X0FFF7C,0XEF
0X0FFF7D,0XA6
0X0FFF7E,0XE7
0X0FFF7F,0XDB
0X0FFF80,0XAD
0X0FFF81,0X5A
0X0FFF82,0XCD
0X0FFF83,0X5B
0X0FFF84,0XFA
0X0FFF85,0X7C
0X0FFF86,0X05
0X0FFF87,0X29
0X0FFF88,0X37
0X0FFF89,0X2D
0X0FFF8A,0XE4
0X0FFF8B,0XDC
0X0FFF8C,0X23
0X0FFF8D,0X0E
0X0FFF8E,0X30
0X0FFF8F,0X81
0X0FFF90,0XA0
0X0FFF91,0XDA
0X0FFF92,0XA8
0X0FFF93,0XDA
0X0FFF94,0XE2
0X0FFF95,0X9F
0X0FFF96,0X7A
0X0FFF97,0X30
0X0FFF98,0XD5
0X0FFF99,0XD4
0X0FFF9A,0X53
0X0FFF9B,0X9D
0X0FFF9C,0X37
0X0FFF9D,0X3F
0X0FFF9E,0X6A
0X0FFF9F,0XD8
0X0FFFA0,0X3E
0X0FFFA1,0X36
0X0FFFA2,0X1D
0X0FFFA3,0X9D
0X0FFFA4,0XC4
0X0FFFA5,0X65
0X0FFFA6,0XCD
0X0FFFA7,0XCD
0X0FFFA8,0X54
0X0FFFA9,0XBD
0X0FFFAA,0X52
0X0FFFAB,0X1A
0X0FFFAC,0XE0
0X0FFFAD,0X46
0X0FFFAE,0XD1
0X0FFFAF,0X1A
0X0FFFB0,0X1F
0X0FFFB1,0XD3
0X0FFFB2,0XE2
0X0FFFB3,0XCD
0X0FFFB4,0X4F
0X0FFFB5,0XF2
0X0FFFB6,0X8A
0X0FFFB7,0XEB
0X0FFFB8,0X07
0X0FFFB9,0X7D
0X0FFFBA,0XCD
0X0FFFBB,0X42
0X0FFFBC,0XB0
0X0FFFBD,0X2D
0X0FFFBE,0X3E
0X0FFFBF,0X85
0X0FFFC0,0XA3
0X0FFFC1,0XA7
0X0FFFC2,0X4C
0X0FFFC3,0X14
0X0FFFC4,0X49
0X0FFFC5,0XCA
0X0FFFC6,0X12
0X0FFFC7,0XE9
0X0FFFC8,0X6A
0X0FFFC9,0X84
0X0FFFCA,0XB8
0X0FFFCB,0X8E
0X0FFFCC,0X17
0X0FFFCD,0X68
0X0FFFCE,0X4E
0X0FFFCF,0XE9
0X0FFFD0,0X97
0X0FFFD1,0XEC
0X0FFFD2,0X20
0X0FFFD3,0X8A
0X0FFFD4,0X7E
0X0FFFD5,0X8D
0X0FFFD6,0X6B
0X0FFFD7,0XA1
0X0FFFD8,0X9C
0X0FFFD9,0X30
0X0FFFDA,0XC8
0X0FFFDB,0XE7
0X0FFFDC,0X31
0X0FFFDD,0XCD
0X0FFFDE,0X6C
0X0FFFDF,0X68
0X0FFFE0,0XD0
0X0FFFE1,0X67
0X0FFFE2,0X65
0X0FFFE3,0XD0
0X0FFFE4,0XD7
0X0FFFE5,0XB5
0X0FFFE6,0XF6
0X0FFFE7,0XA1
